src,dst,bytes
0,1,2900723
0,2,2097168
0,3,1666028
0,4,1393652
0,5,1204507
0,6,1064760
0,7,956882
0,8,870836
0,9,800443
0,10,741679
0,11,691808
0,12,648897
0,13,611544
0,14,578705
0,15,549584
1,0,4476820
1,2,1858971
1,3,1476800
1,4,1235360
1,5,1067699
1,6,943824
1,7,848199
1,8,771926
1,9,709528
1,10,657439
1,11,613232
1,12,575195
1,13,542085
1,14,512976
1,15,487162
2,0,4294495
2,1,2466540
2,3,1416655
2,4,1185048
2,5,1024215
2,6,905386
2,7,813655
2,8,740488
2,9,680632
2,10,630664
2,11,588257
2,12,551769
2,13,520008
2,14,492084
2,15,467322
3,0,4202661
3,1,2413795
3,2,1745128
3,4,1159707
3,5,1002313
3,6,886025
3,7,796255
3,8,724653
3,9,666077
3,10,617178
3,11,575678
3,12,539970
3,13,508888
3,14,481561
3,15,457329
4,0,4146641
4,1,2381620
4,2,1721866
4,3,1367881
4,5,988953
4,6,874214
4,7,785642
4,8,714994
4,9,657198
4,10,608951
4,11,568004
4,12,532772
4,13,502104
4,14,475142
4,15,451233
5,0,4108610
5,1,2359777
5,2,1706074
5,3,1355336
5,4,1133754
5,6,866197
5,7,778436
5,8,708436
5,9,651171
5,10,603366
5,11,562795
5,12,527886
5,13,497499
5,14,470784
5,15,447094
6,0,4080957
6,1,2343894
6,2,1694591
6,3,1346214
6,4,1126123
6,5,973287
6,7,773197
6,8,703668
6,9,646788
6,10,599305
6,11,559007
6,12,524333
6,13,494151
6,14,467616
6,15,444085
7,0,4059863
7,1,2331779
7,2,1685832
7,3,1339255
7,4,1120303
7,5,968256
7,6,855920
7,8,700031
7,9,643445
7,10,596207
7,11,556117
7,12,521623
7,13,491597
7,14,465199
7,15,441789
8,0,4043194
8,1,2322205
8,2,1678910
8,3,1333756
8,4,1115703
8,5,964281
8,6,852405
8,7,766042
8,9,640803
8,10,593759
8,11,553834
8,12,519481
8,13,489578
8,14,463288
8,15,439976
9,0,4029658
9,1,2314431
9,2,1673290
9,3,1329291
9,4,1111968
9,5,961053
9,6,849552
9,7,763477
9,8,694823
9,10,591772
9,11,551980
9,12,517742
9,13,487939
9,14,461738
9,15,438503
10,0,4018428
10,1,2307981
10,2,1668627
10,3,1325587
10,4,1108869
10,5,958374
10,6,847184
10,7,761350
10,8,692887
10,9,636878
10,11,550442
10,12,516299
10,13,486579
10,14,460451
10,15,437281
11,0,4008946
11,1,2302535
11,2,1664689
11,3,1322459
11,4,1106252
11,5,956113
11,6,845185
11,7,759553
11,8,691252
11,9,635375
11,10,588730
11,12,515081
11,13,485431
11,14,459364
11,15,436249
12,0,4000824
12,1,2297870
12,2,1661317
12,3,1319780
12,4,1104011
12,5,954176
12,6,843473
12,7,758014
12,8,689851
12,9,634088
12,10,587537
12,11,548030
12,13,484448
12,14,458434
12,15,435365
13,0,3993780
13,1,2293824
13,2,1658392
13,3,1317456
13,4,1102067
13,5,952496
13,6,841988
13,7,756680
13,8,688637
13,9,632971
13,10,586503
13,11,547065
13,12,513132
13,14,457626
13,15,434598
14,0,3987608
14,1,2290279
14,2,1655829
14,3,1315420
14,4,1100364
14,5,951024
14,6,840686
14,7,755510
14,8,687572
14,9,631993
14,10,585596
14,11,546220
14,12,512339
14,13,482848
14,15,433927
15,0,3982150
15,1,2287145
15,2,1653563
15,3,1313620
15,4,1098858
15,5,949722
15,6,839536
15,7,754476
15,8,686631
15,9,631128
15,10,584795
15,11,545472
15,12,511638
15,13,482187
15,14,456294
