src,dst,bytes
0,1,1311460
0,2,101897
0,3,98756
0,4,570846
0,5,657509
0,6,1999342
0,7,2655107
0,8,225719
0,9,168876
0,10,113166
0,11,116519
0,12,898565
0,13,122278
0,14,411038
0,15,137348
1,0,96759
1,2,149421
1,3,384873
1,4,95310
1,5,771778
1,6,12969389
1,7,123035
1,8,960528
1,9,183558
1,10,151623
1,11,301194
1,12,3852302
1,13,928600
1,14,188428
1,15,164884
2,0,228056
2,1,279203
2,3,378805
2,4,106380
2,5,104094
2,6,275822
2,7,286198
2,8,139234
2,9,1372219
2,10,104657
2,11,144163
2,12,474442
2,13,181986
2,14,750290
2,15,1676812
3,0,456978
3,1,251264
3,2,186778
3,4,105800
3,5,202647
3,6,2457240
3,7,257018
3,8,105225
3,9,114486
3,10,200763
3,11,331199
3,12,818313
3,13,289817
3,14,240438
3,15,1030801
4,0,109986
4,1,100304
4,2,1203688
4,3,206513
4,5,583795
4,6,269281
4,7,190104
4,8,7972784
4,9,245742
4,10,5645254
4,11,272516
4,12,132833
4,13,138285
4,14,103537
4,15,118619
5,0,177414
5,1,546469
5,2,340799
5,3,3470356
5,4,230438
5,6,121530
5,7,418094
5,8,173049
5,9,100830
5,10,161062
5,11,95789
5,12,404196
5,13,140195
5,14,171637
5,15,1438346
6,0,3152532
6,1,1069576
6,2,110608
6,3,108155
6,4,175937
6,5,2884283
6,7,367179
6,8,1111111
6,9,148341
6,10,133714
6,11,193539
6,12,513297
6,13,1155702
6,14,326583
6,15,135509
7,0,372909
7,1,232866
7,2,170246
7,3,157399
7,4,391123
7,5,794421
7,6,124575
7,8,425376
7,9,108759
7,10,131962
7,11,243064
7,12,197091
7,13,128582
7,14,465560
7,15,126150
8,0,266116
8,1,248475
8,2,146225
8,3,843556
8,4,97748
8,5,597293
8,6,191808
8,7,6626342
8,9,155041
8,10,223426
8,11,259987
8,12,96272
8,13,221175
8,14,156212
8,15,503049
9,0,141168
9,1,293520
9,2,345792
9,3,152747
9,4,254112
9,5,150515
9,6,113822
9,7,317696
9,8,361609
9,10,109369
9,11,134606
9,12,29795831
9,13,208497
9,14,102438
9,15,641440
10,0,297312
10,1,123801
10,2,180438
10,3,115156
10,4,523936
10,5,356191
10,6,136423
10,7,397561
10,8,107557
10,9,534985
10,11,119335
10,12,130252
10,13,305170
10,14,167526
10,15,448682
11,0,174482
11,1,106966
11,2,129412
11,3,9922646
11,4,117912
11,5,322083
11,6,142153
11,7,994527
11,8,1773080
11,9,147276
11,10,111874
11,12,493169
11,13,102985
11,14,611374
11,15,153886
12,0,674332
12,1,729875
12,2,125358
12,3,163592
12,4,558414
12,5,2284824
12,6,210516
12,7,145187
12,8,218965
12,9,115834
12,10,282661
12,11,870264
12,13,111238
12,14,159824
12,15,99267
13,0,120790
13,1,1879990
13,2,117211
13,3,691962
13,4,212572
13,5,710455
13,6,143152
13,7,127762
13,8,99783
13,9,350921
13,10,101361
13,11,440658
13,12,68452844
13,14,112516
13,15,18316648
14,0,166195
14,1,195300
14,2,263019
14,3,4319082
14,4,335936
14,5,2133362
14,6,235341
14,7,198911
14,8,313418
14,9,237865
14,10,158603
14,11,626077
14,12,120059
14,13,1255457
14,15,97252
15,0,204563
15,1,126951
15,2,483639
15,3,214664
15,4,309243
15,5,178914
15,6,98250
15,7,1510560
15,8,1589711
15,9,4901178
15,10,185155
15,11,432893
15,12,216795
15,13,162318
15,14,131102
