src,dst,bytes
0,1,4202850
0,2,2583654
0,3,1829397
0,4,1399639
0,5,1124601
0,6,934679
0,7,796291
0,8,691336
0,9,609228
0,10,543386
0,11,489511
0,12,444680
0,13,406842
0,14,374516
0,15,346606
1,0,7287201
1,2,1949913
1,3,1380666
1,4,1056323
1,5,848749
1,6,705412
1,7,600970
1,8,521759
1,9,459791
1,10,410100
1,11,369439
1,12,335605
1,13,307049
1,14,282651
1,15,261587
2,0,6792450
2,1,2956585
2,3,1286929
2,4,984606
2,5,791125
2,6,657520
2,7,560168
2,8,486335
2,9,428575
2,10,382257
2,11,344357
2,12,312820
2,13,286202
2,14,263461
2,15,243827
3,0,6584216
3,1,2865947
3,2,1761808
3,4,954421
3,5,766872
3,6,637362
3,7,542995
3,8,471426
3,9,415436
3,10,370538
3,11,333800
3,12,303230
3,13,277428
3,14,255385
3,15,236352
4,0,6471181
4,1,2816745
4,2,1731562
4,3,1226060
4,5,753706
4,6,626420
4,7,533673
4,8,463332
4,9,408304
4,10,364177
4,11,328070
4,12,298024
4,13,272665
4,14,251000
4,15,232295
5,0,6400856
5,1,2786134
5,2,1712744
5,3,1212735
5,4,927842
5,6,619613
5,7,527874
5,8,458297
5,9,403867
5,10,360219
5,11,324504
5,12,294785
5,13,269702
5,14,248272
5,15,229770
6,0,6353179
6,1,2765382
6,2,1699987
6,3,1203702
6,4,920931
6,5,739962
6,7,523942
6,8,454883
6,9,400859
6,10,357536
6,11,322087
6,12,292590
6,13,267693
6,14,246423
6,15,228059
7,0,6318884
7,1,2750454
7,2,1690810
7,3,1197205
7,4,915960
7,5,735968
7,6,611678
7,8,452428
7,9,398695
7,10,355606
7,11,320349
7,12,291010
7,13,266248
7,14,245093
7,15,226828
8,0,6293120
8,1,2739240
8,2,1683916
8,3,1192323
8,4,912225
8,5,732967
8,6,609184
8,7,518989
8,9,397069
8,10,354156
8,11,319043
8,12,289824
8,13,265163
8,14,244094
8,15,225903
9,0,6273111
9,1,2730530
9,2,1678562
9,3,1188532
9,4,909325
9,5,730637
9,6,607247
9,7,517339
9,8,449151
9,10,353030
9,11,318028
9,12,288902
9,13,264320
9,14,243318
9,15,225185
10,0,6257157
10,1,2723586
10,2,1674293
10,3,1185510
10,4,907012
10,5,728779
10,6,605703
10,7,516023
10,8,448008
10,9,394800
10,11,317219
10,12,288168
10,13,263647
10,14,242699
10,15,224612
11,0,6244163
11,1,2717930
11,2,1670817
11,3,1183048
11,4,905129
11,5,727265
11,6,604445
11,7,514951
11,8,447078
11,9,393980
11,10,351401
11,12,287569
11,13,263100
11,14,242195
11,15,224146
12,0,6233392
12,1,2713241
12,2,1667934
12,3,1181007
12,4,903567
12,5,726011
12,6,603402
12,7,514063
12,8,446307
12,9,393300
12,10,350795
12,11,316014
12,13,262646
12,14,241777
12,15,223759
13,0,6224330
13,1,2709297
13,2,1665509
13,3,1179290
13,4,902254
13,5,724955
13,6,602525
13,7,513316
13,8,445658
13,9,392729
13,10,350285
13,11,315555
13,12,286656
13,14,241425
13,15,223434
14,0,6216608
14,1,2705936
14,2,1663443
14,3,1177827
14,4,901134
14,5,724056
14,6,601777
14,7,512679
14,8,445105
14,9,392241
14,10,349850
14,11,315164
14,12,286300
14,13,261939
14,15,223157
15,0,6209957
15,1,2703041
15,2,1661664
15,3,1176567
15,4,900170
15,5,723281
15,6,601134
15,7,512130
15,8,444629
15,9,391822
15,10,349476
15,11,314826
15,12,285994
15,13,261659
15,14,240868
