src,dst,bytes
0,1,805938
0,2,337060
0,3,1554317
0,4,381526
0,5,1257697
0,6,702811
0,7,709193
0,8,325436
0,9,5373687
0,10,1388430
0,11,1212777
0,12,319955
0,13,420767
0,14,2074763
0,15,532175
1,0,736084
1,2,525512
1,3,506602
1,4,321035
1,5,1114743
1,6,851672
1,7,441808
1,8,400067
1,9,347056
1,10,403659
1,11,405483
1,12,1151749
1,13,439597
1,14,2524253
1,15,4039716
2,0,478256
2,1,338274
2,3,743170
2,4,1482847
2,5,323219
2,6,360535
2,7,467888
2,8,3743145
2,9,509647
2,10,503598
2,11,430999
2,12,335855
2,13,379935
2,14,611091
2,15,715707
3,0,435250
3,1,615743
3,2,667071
3,4,535578
3,5,422769
3,6,4394979
3,7,789148
3,8,630189
3,9,373720
3,10,396546
3,11,2231390
3,12,328828
3,13,1097222
3,14,1634035
3,15,650684
4,0,350980
4,1,366264
4,2,2005311
4,3,470432
4,5,1449802
4,6,729148
4,7,327689
4,8,14639520
4,9,1677466
4,10,329976
4,11,1234777
4,12,926570
4,13,428908
4,14,370697
4,15,25488885
5,0,625289
5,1,976493
5,2,348353
5,3,640252
5,4,446304
5,6,882046
5,7,602021
5,8,317820
5,9,512734
5,10,418786
5,11,324323
5,12,576537
5,13,359134
5,14,393094
5,15,2320208
6,0,757814
6,1,765383
6,2,572523
6,3,353651
6,4,344495
6,5,455615
6,7,2642358
6,8,696557
6,9,332300
6,10,593249
6,11,388041
6,12,1940881
6,13,1418370
6,14,345770
6,15,6078968
7,0,424793
7,1,1032906
7,2,411066
7,3,1332609
7,4,635176
7,5,1723584
7,6,473008
7,8,333476
7,9,460436
7,10,549696
7,11,4829241
7,12,842062
7,13,606518
7,14,375252
7,15,355004
8,0,1306543
8,1,1593055
8,2,773124
8,3,797444
8,4,394812
8,5,546088
8,6,1281597
8,7,401854
8,9,8408196
8,10,871653
8,11,10584097
8,12,580615
8,13,409186
8,14,861532
8,15,458011
9,0,352310
9,1,597599
9,2,341976
9,3,557075
9,4,318884
9,5,364813
9,6,2773670
9,7,489157
9,8,522251
9,10,339498
9,11,349661
9,12,1359876
9,13,426839
9,14,2149872
9,15,433113
10,0,376799
10,1,372201
10,2,914970
10,3,450905
10,4,3491450
10,5,1063972
10,6,361948
10,7,416825
10,8,7033554
10,9,2417397
10,11,363374
10,12,465374
10,13,369206
10,14,620475
10,15,384752
11,0,539031
11,1,437411
11,2,486380
11,3,326558
11,4,722357
11,5,3274886
11,6,1132906
11,7,684417
11,8,2920639
11,9,1171312
11,10,1080309
11,12,672742
11,13,494820
11,14,781043
11,15,564680
12,0,750412
12,1,480930
12,2,386389
12,3,412966
12,4,814640
12,5,389709
12,6,453246
12,7,462890
12,8,1517636
12,9,950795
12,10,407325
12,11,903691
12,13,938507
12,14,690427
12,15,823555
13,0,334661
13,1,1772656
13,2,1003809
13,3,356369
13,4,645420
13,5,444043
13,6,3086373
13,7,1048180
13,8,398298
13,9,378360
13,10,528820
13,11,678523
13,12,832693
13,14,560848
13,15,963451
14,0,542534
14,1,588969
14,2,515862
14,3,568571
14,4,491970
14,5,497708
14,6,357746
14,7,584758
14,8,475616
14,9,331133
14,10,322123
14,11,448592
14,12,500633
14,13,340732
14,15,989939
15,0,656045
15,1,391393
15,2,553358
15,3,1880928
15,4,383132
15,5,367728
15,6,519034
15,7,343230
15,8,414885
15,9,1018123
15,10,483638
15,11,1824987
15,12,892721
15,13,661506
15,14,1191639
