src,dst,bytes
0,1,4846850
0,2,10262275
0,3,1413364
0,4,2400048
0,5,1105047
0,6,1116477
0,7,2437258
0,8,1085309
0,9,1338224
0,10,2813597
0,11,3006466
0,12,1056254
0,13,3039562
0,14,34369180
0,15,1144923
0,16,1371237
0,17,2192943
0,18,9772292
0,19,1129724
0,20,1101864
0,21,1428063
0,22,2229198
0,23,3740014
0,24,4860571
0,25,1580494
0,26,1131016
0,27,1256884
0,28,4186088
0,29,1140949
0,30,1338980
0,31,2842079
0,32,1033518
0,33,1074810
0,34,1683742
0,35,1132053
0,36,1160591
0,37,2207984
0,38,2102082
0,39,4916340
0,40,6647760
0,41,2046379
0,42,1922716
0,43,1381300
0,44,6924696
0,45,1549329
0,46,1130241
0,47,1235005
0,48,3774719
0,49,1266816
0,50,1628221
0,51,1508045
0,52,1108992
0,53,1048115
0,54,2330641
0,55,2263125
0,56,2507934
0,57,1144392
0,58,2976450
0,59,1908319
0,60,7366388
0,61,1293138
0,62,1120769
0,63,1040330
1,0,3075946
1,2,2985614
1,3,1090765
1,4,5958634
1,5,3078407
1,6,1436429
1,7,1339737
1,8,52288675
1,9,7959507
1,10,1322561
1,11,1012459
1,12,2136094
1,13,3118387
1,14,1029731
1,15,1437315
1,16,6294299
1,17,1180725
1,18,1105784
1,19,4819668
1,20,3299367
1,21,3015839
1,22,1372036
1,23,6633871
1,24,1448507
1,25,3011144
1,26,2215005
1,27,1478547
1,28,7698114
1,29,1558852
1,30,3364090
1,31,3207356
1,32,1606234
1,33,2920579
1,34,1438204
1,35,2990219
1,36,1884311
1,37,1116980
1,38,2066247
1,39,1105292
1,40,1808710
1,41,1335584
1,42,1044423
1,43,1067028
1,44,1516503
1,45,1656984
1,46,6459068
1,47,1104310
1,48,23219563
1,49,20763271
1,50,1578847
1,51,1123311
1,52,1876189
1,53,1190219
1,54,5456058
1,55,1411657
1,56,1830590
1,57,1962034
1,58,1089336
1,59,1933026
1,60,1444456
1,61,1756149
1,62,1732820
1,63,1498228
2,0,3156945
2,1,3334319
2,3,2999479
2,4,2186078
2,5,2034663
2,6,1232173
2,7,19423435
2,8,2537835
2,9,11977472
2,10,1331087
2,11,1199296
2,12,2103126
2,13,1045506
2,14,1899963
2,15,12470579
2,16,11873770
2,17,1730795
2,18,2674884
2,19,1430693
2,20,1965616
2,21,1583798
2,22,1562591
2,23,1387827
2,24,1506070
2,25,1386189
2,26,2073303
2,27,3569811
2,28,4980828
2,29,1105538
2,30,2639514
2,31,1963823
2,32,1744397
2,33,2047362
2,34,1528628
2,35,1892512
2,36,2907519
2,37,3763071
2,38,1201663
2,39,2002272
2,40,1468689
2,41,1392769
2,42,1163341
2,43,1531694
2,44,1439093
2,45,38154983
2,46,1690104
2,47,2474285
2,48,1890043
2,49,1095559
2,50,1190800
2,51,1359378
2,52,1336714
2,53,2235172
2,54,1740974
2,55,1714125
2,56,2531473
2,57,1610234
2,58,1205235
2,59,1222222
2,60,2191796
2,61,1148126
2,62,1343157
2,63,1529648
3,0,4220832
3,1,1915910
3,2,2601800
3,4,1049644
3,5,1308022
3,6,3502534
3,7,4707867
3,8,3073490
3,9,1847590
3,10,1206131
3,11,1009043
3,12,1839046
3,13,1081316
3,14,3972816
3,15,2983317
3,16,2328011
3,17,1984670
3,18,4085605
3,19,3447547
3,20,1659433
3,21,2346564
3,22,3268042
3,23,13894764
3,24,2497116
3,25,1993891
3,26,3604554
3,27,3994811
3,28,5482984
3,29,1028893
3,30,13269829
3,31,1521529
3,32,8219245
3,33,1354310
3,34,3566378
3,35,1330341
3,36,2390247
3,37,2278025
3,38,1191964
3,39,1649687
3,40,2593397
3,41,1015699
3,42,2978735
3,43,1021630
3,44,3838244
3,45,1806480
3,46,1889222
3,47,2860735
3,48,3519085
3,49,1418513
3,50,4477819
3,51,1558320
3,52,1106523
3,53,1239121
3,54,1721415
3,55,1109240
3,56,1915063
3,57,1311623
3,58,1385371
3,59,3215482
3,60,3370116
3,61,1015293
3,62,1603390
3,63,5054756
4,0,2320161
4,1,1717430
4,2,1541493
4,3,1121277
4,5,1033096
4,6,1229668
4,7,2288081
4,8,2539431
4,9,1816940
4,10,1071590
4,11,1151887
4,12,4127998
4,13,1048988
4,14,1677432
4,15,1262159
4,16,1419376
4,17,8310129
4,18,2817627
4,19,12245881
4,20,1075503
4,21,2265593
4,22,1016512
4,23,1426753
4,24,11384091
4,25,3428601
4,26,1462661
4,27,1542012
4,28,1357814
4,29,2457838
4,30,1081550
4,31,1885945
4,32,1009243
