src,dst,bytes
0,1,23480
0,2,12431
0,3,30134
0,4,29501
0,5,6964
0,6,39602
0,7,13802
0,8,23574
0,9,37482
0,10,21180
0,11,10856
0,12,41086
0,13,6508
0,14,9502
0,15,72290
0,16,20612
0,17,508982
0,18,7586
0,19,29807
0,20,99661
0,21,21106
0,22,152818
0,23,7274
0,24,47202
0,25,11434
0,26,75588
0,27,7233
0,28,6851
0,29,56402
0,30,7298
0,31,9211
0,32,231053
0,33,117640
0,34,12167
0,35,646940
0,36,9804
0,37,51032
0,38,25696
0,39,9429
0,40,8470
0,41,29036
0,42,6683
0,43,19000
0,44,86426
0,45,17485
0,46,8041
0,47,12423
0,48,17397
0,49,83634
0,50,11400
0,51,7764
0,52,43333
0,53,376684
0,54,47637
0,55,8926
0,56,11111
0,57,8161
0,58,25321
0,59,8287
0,60,322661
0,61,57125
0,62,7332
0,63,10078
0,64,29133
0,65,17824
0,66,1203029
0,67,38942
0,68,7633
0,69,51877
0,70,38762
0,71,33419
0,72,48251
0,73,10807
0,74,19385
0,75,25292
0,76,61317
0,77,9879
0,78,20993
0,79,8051
0,80,29592
0,81,16540
0,82,13008
0,83,93320
0,84,76844
0,85,15547
0,86,12965
0,87,11323
0,88,7449
0,89,11229
0,90,8431
0,91,37595
0,92,7929
0,93,8251
0,94,6601
0,95,34142
0,96,274691
0,97,32443
0,98,2131644
0,99,7089
0,100,199500
0,101,105536
0,102,567400
0,103,8238
0,104,21387
0,105,11371
0,106,9784
0,107,11537
0,108,44376
0,109,15384
0,110,50638
0,111,6918
0,112,399487
0,113,56246
0,114,7208
0,115,17127
0,116,6736
0,117,6800
0,118,55672
0,119,11363
0,120,8844
0,121,38300
0,122,160547
0,123,19198
0,124,72834
0,125,14695
0,126,7487
0,127,21857
1,0,16046
1,2,7690
1,3,12304
1,4,9176
1,5,9091
1,6,17684
1,7,29584
1,8,7212
1,9,83291
1,10,548052
1,11,8553
1,12,13006
1,13,19250
1,14,2464756
1,15,18225
1,16,11258
1,17,14328
1,18,43003
1,19,8626
1,20,1672353
1,21,164726
1,22,24275
1,23,37572
1,24,56291
1,25,57355
1,26,14599
1,27,25076
1,28,145256
1,29,8993
1,30,16824
1,31,9852
1,32,8163
1,33,23669
1,34,58333904
1,35,22321
1,36,426635
1,37,38311
1,38,50526
1,39,8258
1,40,7726
1,41,10144
1,42,14608
1,43,84856
1,44,9831
1,45,6421
1,46,25576
1,47,12737
1,48,151765
1,49,33541
1,50,20044
1,51,53677
1,52,13988
1,53,10521
1,54,36346
1,55,9953
1,56,11096
1,57,6674
1,58,6956
1,59,36486
1,60,260617
1,61,10434
1,62,14650
1,63,126196
1,64,163007
1,65,151532
1,66,11320
1,67,50008962
1,68,7065
1,69,1678724
1,70,89617
1,71,9969
1,72,9605
1,73,22684
1,74,13121
1,75,8900
1,76,7457
1,77,10817
1,78,11099
1,79,14587
1,80,9995
1,81,2743128
1,82,8769
1,83,22596
1,84,485441
1,85,127665
1,86,6412
1,87,58216
1,88,9537
1,89,582397
1,90,44952
1,91,21254
1,92,17002
1,93,7782
1,94,12527
1,95,664274
1,96,14043
1,97,10044
1,98,616853
1,99,149921
1,100,8512
1,101,59341
1,102,7040
1,103,159910
1,104,17394
