src,dst,bytes
0,1,27249
0,2,32921
0,3,1510394
0,4,80966
0,5,28375
0,6,2625342
0,7,30298
0,8,41084
0,9,178148
0,10,163104
0,11,132544
0,12,30888
0,13,1212234
0,14,573985
0,15,1261045
0,16,26475
0,17,101906
0,18,61601
0,19,67896
0,20,1031505
0,21,35317
0,22,33901
0,23,166932
0,24,29605
0,25,675143
0,26,27591
0,27,146856
0,28,37473
0,29,104732
0,30,95244
0,31,39719
0,32,26097
0,33,27612
0,34,49255
0,35,89124
0,36,65318
0,37,41105
0,38,83497
0,39,140445
0,40,251009
0,41,72498
0,42,54567
0,43,29221
0,44,66329
0,45,94232
0,46,26215
0,47,1476954
0,48,171590
0,49,32294
0,50,38019
0,51,90827
0,52,43990
0,53,95585
0,54,41126
0,55,211318
0,56,70134
0,57,65500
0,58,48805
0,59,36627
0,60,124025
0,61,31988
0,62,190138
0,63,64465
1,0,231414
1,2,73425
1,3,110355
1,4,27896
1,5,2200174
1,6,54837
1,7,30732
1,8,61110
1,9,49425668
1,10,184876
1,11,90046
1,12,30198
1,13,55110
1,14,132988
1,15,207210888
1,16,38597
1,17,167149
1,18,44752
1,19,41936
1,20,35845
1,21,108109
1,22,262558
1,23,27207
1,24,37763
1,25,1083192
1,26,44416
1,27,28206
1,28,51187
1,29,1545114
1,30,59058
1,31,70959
1,32,30849
1,33,277532
1,34,43203
1,35,437076
1,36,31659
1,37,49857
1,38,43710
1,39,186429
1,40,38997
1,41,39858
1,42,33916
1,43,2542001
1,44,88443
1,45,419365
1,46,602269
1,47,100680
1,48,134034
1,49,43640
1,50,51037
1,51,745243
1,52,396320
1,53,69576
1,54,47871
1,55,35481
1,56,65729
1,57,140770
1,58,49397
1,59,104533
1,60,42886
1,61,361526
1,62,2879675
1,63,33749
2,0,34207
2,1,298496
2,3,203235
2,4,33539
2,5,29973
2,6,427548
2,7,136632
2,8,44584
2,9,32691
2,10,42374
2,11,33840
2,12,30603
2,13,48170
2,14,2122799
2,15,47736
2,16,151529
2,17,30035
2,18,237523
2,19,92099
2,20,31960
2,21,88972
2,22,224137
2,23,39620
2,24,87107
2,25,64733
2,26,29091
2,27,34691
2,28,92341
2,29,4177456
2,30,130937
2,31,183345
2,32,425478
2,33,29114544
2,34,877642
2,35,64332
2,36,888083
2,37,52389
2,38,41549
2,39,45887
2,40,64912
2,41,52295
2,42,30122
2,43,208460
2,44,34331
2,45,30488
2,46,41980
2,47,543168
2,48,40381
2,49,250581
2,50,164153
2,51,33644
2,52,35778
2,53,34503
2,54,186168
2,55,55488
2,56,42198
2,57,86234
2,58,32619
2,59,98842
2,60,466690
2,61,41210
2,62,21706700
2,63,26415
3,0,76923
3,1,93982
3,2,47018
3,4,202635
3,5,243500
3,6,943540
3,7,33992
3,8,221680
3,9,62140
3,10,816011
3,11,56399
3,12,31605
3,13,148625
3,14,30616
3,15,31483
3,16,860689
3,17,35155
3,18,35811
3,19,49626
3,20,184108
3,21,78684
3,22,26136
3,23,605967
3,24,37781
3,25,135399
3,26,38093
3,27,99388
3,28,491822
3,29,121940
3,30,520735
3,31,29521
3,32,217234
3,33,275022
3,34,48499
3,35,29484
3,36,289586
3,37,65683
3,38,63892
3,39,41231
3,40,1088104
3,41,32350
3,42,24073467
3,43,29936
3,44,40606
3,45,35629
3,46,62433
3,47,256232
3,48,36403
3,49,41764
3,50,28006
3,51,28073
3,52,30901
3,53,75226
3,54,27366
3,55,120793
3,56,186951
3,57,121047
3,58,151899
3,59,44560
3,60,50767
3,61,32805
3,62,40463
3,63,84254
4,0,87253
4,1,48252
4,2,102001
4,3,58600
4,5,60267
4,6,187213
4,7,35334
4,8,243093
4,9,212285
4,10,166284
4,11,31932
4,12,59366
4,13,34362
4,14,39659
4,15,1059175
4,16,240281
4,17,1572038
4,18,75862
4,19,72606
4,20,177665
4,21,242284
4,22,475238
4,23,3207552
4,24,30745
4,25,1866357
4,26,37927
4,27,29067
4,28,149162
4,29,57299
4,30,45363
4,31,44202
4,32,37491
4,33,27753
4,34,254034
4,35,56187
4,36,79685
4,37,32168
4,38,1890860
4,39,47817
4,40,43896
4,41,37963831
4,42,94483
4,43,29340
4,44,245136
4,45,39978
4,46,47256
4,47,162688
4,48,30629
4,49,44995
4,50,32463
4,51,57777
4,52,35301
4,53,29150
4,54,60109
4,55,37744
4,56,28139
4,57,148446
4,58,29079
4,59,28997
4,60,27473
4,61,477728
4,62,31243
4,63,47682
5,0,249730
5,1,82751
5,2,35220
5,3,34269
5,4,28106
5,6,70442
5,7,891610
5,8,108215
5,9,119416
5,10,113586
5,11,43022
5,12,41850
5,13,48693
5,14,32126
5,15,30940
5,16,123629
5,17,38148
5,18,92910
5,19,183598
5,20,792187
5,21,27070
5,22,60989
5,23,216898
5,24,91619
5,25,146158
5,26,90513
5,27,202934
5,28,109598
5,29,65047
5,30,38465
5,31,26395
5,32,90124
5,33,28985
5,34,35762
5,35,309685
5,36,72390
5,37,89353
5,38,89892
5,39,71589
5,40,31591
5,41,56577
5,42,182587
5,43,48973
5,44,4272038
5,45,34487
5,46,698028
5,47,73646
5,48,66376
5,49,82953
5,50,68777
5,51,142919
5,52,25641
5,53,214242
5,54,99023
5,55,11948142
5,56,834674
5,57,43663
5,58,26698
5,59,68826
5,60,111010
5,61,185391
5,62,1413661
5,63,25680
6,0,88745
6,1,103645
6,2,26305
6,3,50089
6,4,26087
6,5,1188997
6,7,1708691
6,8,176946
6,9,196505
6,10,29508
