src,dst,bytes
0,1,231414
0,2,34207
0,3,76923
0,4,87253
0,5,249730
0,6,88745
0,7,47309
0,8,42909
0,9,61273
0,10,29569
0,11,42931
0,12,78560
0,13,76744
0,14,267238
0,15,35123
0,16,49057
0,17,1729829
0,18,157631
0,19,30463
0,20,53282
0,21,84393
0,22,79433
0,23,494459
0,24,586081
0,25,66563
0,26,32849
0,27,26405
0,28,56900
0,29,32534
0,30,114620
0,31,113244
0,32,31524
0,33,322889
0,34,43779
0,35,70752
0,36,205054
0,37,39384
0,38,130648
0,39,34771
0,40,28580
0,41,88368
0,42,29448
0,43,44873
0,44,54973
0,45,150977
0,46,70545
0,47,45611
0,48,28962
0,49,91779
0,50,144609
0,51,26107
0,52,27558
0,53,35828
0,54,39739
0,55,1361900
0,56,36661
0,57,153770
0,58,381242
0,59,29162
0,60,33629
0,61,98481
0,62,29764
0,63,28845
1,0,27249
1,2,298496
1,3,93982
1,4,48252
1,5,82751
1,6,103645
1,7,36012
1,8,308475
1,9,29174
1,10,61932
1,11,34739
1,12,159421
1,13,149342
1,14,51644
1,15,93567
1,16,65821
1,17,34053
1,18,404709
1,19,44464
1,20,452619
1,21,448085
1,22,80129
1,23,152084
1,24,29316
1,25,3428716
1,26,4862648
1,27,32084
1,28,82148
1,29,83292
1,30,206900
1,31,30565
1,32,16982388
1,33,29825
1,34,26607
1,35,101149
1,36,39345
1,37,142086
1,38,27602
1,39,443627
1,40,457230
1,41,79244
1,42,31850
1,43,161655
1,44,26657
1,45,29752
1,46,37046
1,47,204445
1,48,32820
1,49,325511
1,50,38673
1,51,4420766
1,52,33066
1,53,28637
1,54,129221
1,55,149703
1,56,27186
1,57,25708
1,58,165213
1,59,31045
1,60,30073
1,61,28868
1,62,25728
1,63,103939
2,0,32921
2,1,73425
2,3,47018
2,4,102001
2,5,35220
2,6,26305
2,7,138835
2,8,63587
2,9,1049816
2,10,50857
2,11,47362
2,12,277027
2,13,131227
2,14,664165
2,15,103060
2,16,1093054
2,17,42242
2,18,438157
2,19,84462
2,20,32196
2,21,344900
2,22,37799
2,23,79119252
2,24,424449
2,25,30323
2,26,37636
2,27,115907
2,28,93484410
2,29,1436857
2,30,36097
2,31,29197
2,32,6360808
2,33,44368
2,34,180591
2,35,38978
2,36,38185
2,37,97411
2,38,27281
2,39,315858
2,40,31618
2,41,501156
2,42,44922
2,43,27419
2,44,1224138
2,45,42462
2,46,65002
2,47,56506
2,48,177425
2,49,686426
2,50,150611
2,51,189333
2,52,6552584
2,53,27984
2,54,36489
2,55,92019
2,56,47495
2,57,62687
2,58,26455
2,59,75514
2,60,72336
2,61,147559
2,62,666336
2,63,28729
3,0,1510394
3,1,110355
3,2,203235
3,4,58600
3,5,34269
3,6,50089
3,7,290675
3,8,1139344
3,9,535514
3,10,93320
3,11,30235
3,12,33584
3,13,34818
3,14,261639
3,15,282147
3,16,39306
3,17,465489
3,18,26780
3,19,40078
3,20,32336
3,21,26146
3,22,291772
3,23,27732
3,24,338462
3,25,1254766
3,26,49227
3,27,47045
3,28,35139
3,29,60666
3,30,28810
3,31,29209
3,32,182335
3,33,85803
3,34,143422
3,35,81883
3,36,49799
3,37,28534
3,38,3531402
3,39,25699
3,40,31754
3,41,86960
3,42,34038
3,43,579118
3,44,1618684
3,45,45388
3,46,82082
3,47,366293
3,48,50618
3,49,64112
3,50,1740562
3,51,57154
3,52,35010
3,53,47979
3,54,29899
3,55,189869
3,56,36164
3,57,1005019
3,58,52673
3,59,72175
3,60,69525
3,61,57482
3,62,388216
3,63,53672
4,0,80966
4,1,27896
4,2,33539
4,3,202635
4,5,28106
4,6,26087
4,7,38278
4,8,15636175
4,9,28162
4,10,68139
4,11,55247
4,12,83839
4,13,119789
4,14,100031
4,15,44155
4,16,854060
4,17,577398
4,18,55766
4,19,43318
4,20,28028
4,21,29545
4,22,268670
4,23,137883
4,24,36369
4,25,60148
4,26,85803265
4,27,288503
4,28,28454
4,29,66469
4,30,107586
4,31,129079
4,32,50916
4,33,864036
4,34,753186
4,35,280595
4,36,1562977
4,37,6090159
4,38,259363
4,39,416364
4,40,86162
4,41,31645
4,42,134638
4,43,26235
4,44,128376
4,45,25931
4,46,74712
4,47,130361
4,48,110029
4,49,62729
4,50,1421323
4,51,27973
4,52,37890
4,53,125493
4,54,145985
4,55,58261
4,56,2093109
4,57,77042
4,58,80257
4,59,69727
4,60,45686
4,61,66892
4,62,52264
4,63,94148
5,0,28375
5,1,2200174
5,2,29973
5,3,243500
5,4,60267
5,6,1188997
5,7,34581
5,8,33946
5,9,31349
5,10,247207
5,11,40038
5,12,77402
5,13,34787
5,14,44825
5,15,516433
5,16,714828
5,17,374475
5,18,97235
5,19,172502
5,20,29617
5,21,79182
5,22,28173
5,23,25843
5,24,79057
5,25,25911
5,26,28787
5,27,27008
5,28,106245
5,29,32434
5,30,40668
5,31,62560
5,32,587844
5,33,56222
5,34,117821
5,35,28420
5,36,86523
5,37,46550
5,38,36696
5,39,365491
5,40,337058
5,41,26335
5,42,71801
5,43,43501
5,44,90670
5,45,39093
5,46,52832
5,47,28672
5,48,84812
5,49,32071
5,50,46992
5,51,160633
5,52,134335
5,53,41000
5,54,231788
5,55,59951
5,56,58562
5,57,36198252
5,58,332906
5,59,3462386
5,60,193694
5,61,64822
5,62,2713337
5,63,105939
6,0,2625342
6,1,54837
6,2,427548
6,3,943540
6,4,187213
6,5,70442
6,7,80321
6,8,27569
6,9,204749
6,10,33509
6,11,62098
6,12,37437
6,13,144268
6,14,2334173
6,15,128237
6,16,39443
6,17,76566
6,18,153017
6,19,32043
6,20,1108131
6,21,7674477
6,22,423424
6,23,28307
6,24,119168
6,25,47176
6,26,42308
6,27,531008
6,28,35026
6,29,100308
6,30,90984
6,31,31203
6,32,38260
6,33,240680
6,34,26505
6,35,1554003
6,36,44801
6,37,184619
6,38,110246
6,39,99938
6,40,529519
6,41,27972880
